城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,车龄
太原,大众 桑塔纳 2013款 1.6L 手动风尚版,2013,大众,5,1.6,手动,9.76,3.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
太原,大众 捷达 2015款 质惠版 1.6L 自动时尚型,2015,大众,8.1,1.6,自动,10.38,5.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
太原,大众 桑塔纳 2015款 1.6L 手动舒适版,2015,大众,8.14,1.6,手动,,4.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
太原,大众 桑塔纳 2015款 1.6L 手动舒适版,2015,大众,8.14,1.6,手动,11.27,4.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
太原,大众 捷达 2015款 1.6L 自动舒适型,2015,大众,8.6,1.6,自动,11.76,5.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1170,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
太原,大众 捷达 2015款 1.6L 自动舒适型,2015,大众,8.6,1.6,自动,,5.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1170,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
太原,大众 桑塔纳 2013款 1.6L 手动风尚版,2013,大众,5.22,1.6,手动,14.85,3.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
唐山,大众 桑塔纳 2015款 1.6L 自动风尚版,2015,大众,5.3,1.6,自动,10.84,5.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
唐山,大众 桑塔纳 2015款 1.6L 自动风尚版,2015,大众,5.3,1.6,自动,,5.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
天津,大众 捷达 2015款 1.6L 自动时尚型,2015,大众,2.3,1.6,自动,,5.85,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
天津,大众 捷达 2015款 1.6L 自动时尚型,2015,大众,2.3,1.6,自动,10.67,5.85,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
无锡,大众 桑塔纳 2016款 1.6L 自动风尚版,2016,大众,3,1.6,自动,,6.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
无锡,大众 桑塔纳 2016款 1.6L 自动风尚版,2016,大众,3,1.6,自动,10.84,6.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
新乡,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.1,1.4,手动,,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
新乡,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.1,1.4,手动,9.22,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
新乡,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.2,1.4,手动,22.13,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
烟台,大众 桑塔纳 2013款 1.4L 手动舒适版,2013,大众,8,1.4,手动,,3.6,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
烟台,大众 桑塔纳 2013款 1.4L 手动舒适版,2013,大众,8,1.4,手动,10.72,3.6,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
扬州,大众 桑塔纳 2013款 1.6L 手动风尚版,2013,大众,8.36,1.6,手动,9.76,3.72,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
扬州,大众 桑塔纳 2013款 1.6L 手动风尚版,2013,大众,8.36,1.6,手动,,3.72,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
运城,大众 桑塔纳 2013款 1.6L 自动舒适版,2013,大众,11.53,1.6,自动,12.35,4.5,国四,4,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1160,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
运城,大众 桑塔纳 2015款 1.6L 手动舒适版,2015,大众,7.23,1.6,手动,52.65,3.95,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
长春,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,8,1.6,手动,,4.55,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
长春,大众 捷达 2013款 1.6L 自动舒适型,2013,大众,8,1.6,自动,,4.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1170,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
郑州,大众 桑塔纳 2018款 1.5L 手动风尚版,2018,大众,2.9,1.5,手动,,5.63,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1120,自然吸气,4缸,110,150,汽油,92号,多点电喷,3
郑州,大众 桑塔纳 2018款 1.5L 手动风尚版,2018,大众,2.9,1.5,手动,9.43,5.63,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1120,自然吸气,4缸,110,150,汽油,92号,多点电喷,3
郑州,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,5.6,1.6,手动,9.29,4.4,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
郑州,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,5.6,1.6,手动,,4.4,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
郑州,大众 捷达 2013款 1.6L 手动时尚型,2013,大众,6.96,1.6,手动,9.58,3.68,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
郑州,大众 捷达 2013款 1.6L 手动时尚型,2013,大众,6.96,1.6,手动,,3.68,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
郑州,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.09,1.4,手动,9.22,3.68,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
郑州,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.09,1.4,手动,,3.68,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
郑州,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.09,1.4,手动,14.52,3.68,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
郑州,大众 捷达 2013款 1.6L 手动时尚型,2013,大众,6.96,1.6,手动,18.54,3.68,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
重庆,大众 桑塔纳 2016款 1.6L 自动豪华版,2016,大众,3.8,1.6,自动,,6.88,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
重庆,大众 桑塔纳 2016款 1.6L 自动豪华版,2016,大众,3.8,1.6,自动,13.44,6.88,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
重庆,大众 捷达 2015款 质惠版 1.6L 自动时尚型,2015,大众,7,1.6,自动,,5.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
重庆,大众 桑塔纳 2013款 1.6L 自动豪华版,2013,大众,7.21,1.6,自动,7.48,5.28,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1160,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
重庆,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,8.1,1.6,手动,,4.38,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
吉林,大众 捷达 2015款 1.4L 手动时尚型,2015,大众,7.44,1.4,手动,8.99,4.1,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,90,132,汽油,92号,多点电喷,6
重庆,大众 桑塔纳 2013款 1.6L 自动豪华版,2013,大众,7.21,1.6,自动,13.44,5.28,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1160,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
福州,大众 桑塔纳 2016款 1.6L 自动风尚版,2016,大众,1.43,1.6,自动,10.84,6.68,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
邢台,大众 桑塔纳 2015款 1.4L 手动风尚版,2015,大众,6.66,1.4,手动,9.22,3.78,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,6
石家,大众 桑塔纳 2015款 1.6L 手动风尚版,2015,大众,3.59,1.6,手动,9.76,5.18,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
合肥,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,7.8,1.6,手动,9.29,4.68,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
石家,大众 捷达 2015款 质惠版 1.6L 自动时尚型,2015,大众,6.91,1.6,自动,10.38,5.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
太原,大众 桑塔纳 2013款 1.6L 手动风尚版,2013,大众,5.22,1.6,手动,9.76,3.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,8
天津,大众 捷达 2013款 1.6L 手动舒适型,2013,大众,8.6,1.6,手动,10.67,4.2,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
郑州,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.09,1.4,手动,9.22,3.68,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
河源,大众 捷达 2015款 质惠版 1.6L 自动时尚型,2015,大众,4.77,1.6,自动,10.38,5.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
南宁,大众 桑塔纳 2016款 1.6L 自动舒适版,2016,大众,6.15,1.6,自动,12.35,5.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
廊坊,大众 捷达 2015款 1.6L 自动舒适型,2015,大众,3.3,1.6,自动,11.76,5.4,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1170,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
石家,大众 桑塔纳 2016款 1.6L 手动风尚版,2016,大众,2.88,1.6,手动,9.76,4.7,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1115,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
新乡,大众 桑塔纳 2013款 1.4L 手动风尚版,2013,大众,7.2,1.4,手动,9.22,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,8
德州,大众 桑塔纳 2015款 1.4L 手动风尚版,2015,大众,6.21,1.4,手动,9.22,4.08,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1100,自然吸气,4缸,90,132,汽油,92号,多点电喷,6
石家,大众 桑塔纳 2016款 1.6L 手动舒适版,2016,大众,4.58,1.6,手动,11.27,5.28,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1115,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
郑州,大众 捷达 2013款 1.6L 手动时尚型,2013,大众,6.96,1.6,手动,9.58,3.68,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
常州,大众 桑塔纳 2015款 1.6L 自动舒适版,2015,大众,7.83,1.6,自动,12.35,5.98,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
呼和,大众 桑塔纳 2016款 1.6L 自动风尚版,2016,大众,6.17,1.6,自动,10.84,5.9,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4475/1706/1469,2603,466,1145,自然吸气,4缸,110,155,汽油,92号,多点电喷,5
沈阳,大众 捷达 2013款 1.6L 自动时尚型,2013,大众,8.16,1.6,自动,10.67,5.19,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
重庆,大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015,大众,8.1,1.6,手动,9.29,4.38,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,-,自然吸气,4缸,110,160,汽油,92号,多点电喷,6
厦门,大众 捷达 2013款 1.6L 自动时尚型,2013,大众,7.27,1.6,自动,10.67,4.6,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,8
运城,大众 桑塔纳 2015款 1.6L 手动舒适版,2015,大众,7.23,1.6,手动,11.27,3.95,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1120,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
北京,大众 桑塔纳 2015款 1.6L 自动舒适版,2015,大众,9.5,1.6,自动,12.35,4.38,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4473/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,6
成都,大众 朗逸 2010款 1.4TSI 运动版,2010,大众,10,1.4,自动,17.67,3.68,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1325,涡轮增压,4缸,131,220,汽油,95号,直喷,11
成都,大众 朗逸 2008款 1.6L 自动品悠版,2008,大众,10,1.6,自动,13.55,3.95,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1285,自然吸气,4缸,105,155,汽油,92号,多点电喷,13
成都,大众 朗逸 2010款 1.4TSI 运动版,2010,大众,10,1.4,自动,,3.68,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1325,涡轮增压,4缸,131,220,汽油,95号,直喷,11
成都,大众 朗逸 2008款 1.6L 自动品悠版,2008,大众,10,1.6,自动,,3.95,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1285,自然吸气,4缸,105,155,汽油,92号,多点电喷,13
成都,大众 朗逸 2011款 1.6L 自动品轩版,2011,大众,10.2,1.6,自动,15.83,3.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1285,自然吸气,4缸,105,155,汽油,92号,多点电喷,10
成都,大众 朗逸 2011款 1.6L 自动品轩版,2011,大众,10.2,1.6,自动,,3.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1285,自然吸气,4缸,105,155,汽油,92号,多点电喷,10
福州,大众 朗逸 2011款 1.6L 手动品悠版,2011,大众,10.31,1.6,手动,12.36,2.95,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1245,自然吸气,4缸,105,155,汽油,92号,多点电喷,10
哈尔,大众 朗逸 2010款 1.4TSI 运动版,2010,大众,14.5,1.4,自动,,3.68,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1325,涡轮增压,4缸,131,220,汽油,95号,直喷,11
哈尔,大众 朗逸 2010款 1.4TSI 运动版,2010,大众,14.5,1.4,自动,17.67,3.68,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4608/1743/1465,2610,472,1325,涡轮增压,4缸,131,220,汽油,95号,直喷,11
